order_id,customer_id,movie_id,quantity,price_usd,order_date,status
238,528,2273,1,12.48,2020-11-11,completed
239,830,2474,1,10.46,2023-02-08,completed
240,1620,2690,3,17.7,2020-04-19,pending
241,233,2686,5,17.23,2020-01-11,refunded
242,956,2472,2,5.35,2020-09-23,pending
243,517,4679,1,18.07,2022-12-18,pending
244,1415,240,1,18.37,2021-01-16,completed
245,286,2818,1,6.23,2018-03-04,completed
246,1426,4350,2,24.01,2019-06-28,pending
247,1198,3588,1,14.51,2020-04-19,refunded
248,716,4987,1,11.58,2022-05-22,completed
249,1588,155,1,7.25,2021-03-11,refunded
250,1271,3652,3,20.08,2020-05-13,completed
251,1631,3645,1,11.2,2021-02-14,refunded
252,1358,236,1,11.82,2018-05-23,completed
253,636,3576,1,11.63,2021-04-06,completed
254,132,1153,2,6.32,2022-06-11,completed
255,1028,241,1,23.13,2022-05-31,completed
256,367,1247,2,23.41,2021-09-19,completed
257,1023,2352,1,14.72,2019-12-06,completed
258,432,3459,5,6.46,2019-07-16,pending
259,45,2253,1,12.51,2023-02-03,completed
260,1405,4508,5,21.36,2022-03-07,completed
261,1910,3688,5,7.73,2018-07-11,refunded
262,209,2185,1,7.67,2023-06-11,completed
263,1250,334,5,11.92,2020-10-25,pending
264,597,553,1,8.91,2020-03-11,completed
265,769,1724,1,9.42,2021-11-09,completed
266,1199,2091,1,14.31,2018-05-22,pending
267,328,2766,3,23.58,2018-08-11,pending
268,1357,1935,1,11.84,2018-10-02,completed
269,1893,1788,1,6.3,2023-03-30,completed
270,1738,1842,1,12.24,2019-09-29,refunded
271,1675,4768,2,17.59,2022-11-20,completed
272,528,4682,2,18.24,2023-04-12,completed
273,161,1425,1,18.21,2019-10-06,completed
274,1194,2803,3,11.19,2022-04-01,completed
275,1853,4214,1,21.82,2018-06-06,completed
276,1708,4894,2,16.26,2021-01-02,refunded
277,1426,4276,3,10.4,2018-06-07,completed
278,898,2398,1,6.59,2023-05-27,pending
279,924,3397,2,8.56,2019-03-21,completed
280,1797,51,1,6.03,2022-03-23,completed
281,1092,4600,3,6.21,2022-05-13,refunded
282,1305,4903,2,15.87,2018-10-30,pending
283,303,2226,1,7.29,2018-12-20,pending
284,1907,168,1,13.3,2022-06-17,completed
285,1920,3804,1,8.43,2020-11-28,completed
286,1670,4705,1,12.33,2021-08-15,completed
287,932,4021,1,15.06,2022-08-28,pending
288,1272,152,1,23.12,2019-12-19,completed
289,1360,2739,1,22.67,2019-04-23,completed
290,1998,189,1,7.99,2021-10-30,refunded
291,170,3376,1,7.69,2020-07-25,refunded
292,651,1918,2,22.1,2023-03-19,completed
293,531,1721,2,18.96,2021-07-13,refunded
294,193,603,1,16.8,2018-08-16,completed
295,1592,1411,2,7.3,2020-01-28,pending
296,370,4642,3,6.02,2018-02-21,completed
297,1385,2249,2,8.13,2021-04-06,completed
298,846,4518,2,13.01,2018-07-28,refunded
299,1684,3368,2,7.32,2020-02-02,refunded
300,75,406,1,5.4,2021-03-20,completed
301,123,3893,1,16.02,2021-12-01,refunded
302,823,2635,1,22.98,2020-08-27,completed
303,1247,2753,5,11.62,2018-12-05,pending
304,88,1564,1,18.05,2021-01-24,refunded
305,1663,2569,1,12.69,2020-10-13,completed
306,1329,3912,1,14.69,2019-12-07,pending
307,1636,233,1,8.82,2021-06-08,completed
308,248,1282,2,18.95,2018-06-02,completed
309,63,4963,1,17.06,2018-12-24,pending
310,1765,4832,1,24.66,2022-07-27,completed
311,1071,3544,1,18.67,2018-07-18,completed
312,390,2674,3,5.52,2020-08-10,completed
313,117,4833,1,6.15,2021-11-05,completed
314,1471,2798,2,16.6,2020-11-13,refunded
315,1245,2949,2,23.37,2019-04-08,pending
316,1347,2479,1,11.5,2019-07-19,refunded
317,1120,930,2,12.68,2022-08-21,completed
318,1826,388,1,22.34,2019-04-23,refunded
319,403,3814,2,18.63,2022-09-14,completed
320,980,294,1,11.61,2021-11-24,pending
321,1698,101,3,20.77,2020-10-10,pending
322,464,1755,2,15.52,2020-04-20,completed
323,596,2481,1,23.02,2022-09-06,completed
324,1972,2986,1,22.84,2018-05-17,completed
325,1824,360,3,24.82,2022-11-09,refunded
326,1956,4577,2,13.86,2022-10-04,completed
327,972,2615,1,6.41,2020-12-07,pending
328,1972,515,1,12.45,2018-09-27,pending
329,201,3322,1,20.63,2022-08-06,refunded
330,1163,2050,1,10.02,2018-05-15,completed
331,1130,3383,2,13.33,2022-11-01,completed
332,1896,4733,2,13.88,2018-11-24,completed
333,525,2712,2,8.37,2020-12-20,completed
334,1720,1221,1,21.25,2018-10-11,completed
335,67,4272,2,23.08,2022-01-16,completed
336,280,1328,3,19.9,2019-08-01,completed
337,1261,3605,1,19.93,2019-10-03,completed
338,220,391,1,22.7,2019-05-21,pending
339,612,952,1,7.6,2021-11-14,pending
340,115,506,3,11.04,2018-09-06,refunded
341,1694,3956,2,10.19,2021-07-22,completed
342,1162,1434,3,9.04,2019-08-29,pending
343,758,794,1,16.8,2020-05-23,refunded
344,64,1452,3,17.45,2018-05-31,refunded
345,1184,4990,1,10.96,2020-07-25,pending
346,1572,3711,1,7.85,2023-05-12,refunded
347,559,3189,1,9.17,2018-01-05,refunded
348,301,967,3,19.69,2020-09-21,pending
349,360,601,2,19.0,2023-04-16,completed
350,991,4946,2,19.27,2018-04-24,refunded
351,1517,4203,2,23.98,2020-03-16,completed
352,364,4366,1,9.95,2020-01-20,refunded
353,1911,3171,1,24.6,2020-11-16,refunded
354,396,796,1,22.4,2020-01-20,completed
355,1492,1478,1,12.64,2019-07-16,completed
356,836,2383,1,9.48,2019-02-25,completed
357,1862,4395,1,19.9,2023-03-25,refunded
358,160,1663,1,8.7,2022-12-04,completed
359,1355,1191,2,5.68,2019-08-21,refunded
360,8,4239,5,12.71,2023-03-06,refunded
361,1997,2437,1,7.66,2022-07-24,pending
362,1905,376,2,7.16,2020-09-05,pending
363,1273,4956,1,20.62,2020-09-26,pending
364,1882,182,1,10.07,2018-06-16,completed
365,1912,1309,1,18.92,2018-05-29,completed
366,1506,1329,1,19.04,2020-08-11,completed
367,1984,3487,1,24.98,2019-05-05,completed
368,73,2489,1,22.4,2020-03-25,completed
369,1587,1334,2,8.87,2018-12-19,pending
370,196,4764,2,14.12,2021-06-29,completed
371,1638,856,2,9.23,2020-08-30,completed
372,862,3175,1,20.06,2021-05-12,refunded
373,938,899,1,16.79,2023-05-23,refunded
374,1612,4866,1,6.33,2018-12-21,refunded
375,778,4012,1,10.41,2020-06-06,pending
376,356,3335,2,12.26,2020-10-06,completed
377,112,3647,1,8.22,2023-02-09,completed
378,1659,1131,1,18.35,2023-03-04,completed
379,175,2903,1,17.41,2020-06-28,completed
380,1243,3303,2,14.16,2018-08-12,refunded
381,973,1666,2,24.26,2021-06-25,completed
382,1135,2121,1,14.75,2020-04-28,completed
383,1689,3666,1,10.58,2019-10-26,completed
384,1110,2856,3,18.0,2018-09-20,completed
385,836,868,1,12.54,2022-07-31,refunded
386,1795,2040,1,7.12,2019-06-30,pending
387,1387,4115,1,7.01,2021-12-06,completed
388,1078,4980,2,7.5,2023-04-22,refunded
389,1137,804,5,7.9,2020-01-03,pending
390,1037,1915,1,24.67,2021-11-03,pending
391,158,4841,1,19.47,2021-03-30,completed
392,860,4109,1,21.38,2018-11-22,completed
393,648,555,1,19.56,2021-12-19,refunded
394,137,57,1,6.31,2018-10-04,pending
395,1458,1237,1,11.3,2021-09-10,completed
396,392,4972,1,16.2,2019-03-12,refunded
397,877,3827,1,21.02,2020-05-13,completed
398,332,3569,2,20.42,2020-06-25,completed
399,57,713,1,7.65,2019-02-18,completed
400,1349,1121,1,17.26,2019-07-03,completed
401,579,307,5,14.14,2021-12-04,refunded
402,291,3976,1,10.18,2020-12-18,completed
403,1069,3558,1,11.3,2019-05-29,completed
404,470,653,2,13.01,2020-03-16,completed
405,1484,1258,2,22.2,2018-10-21,pending
406,622,2733,1,24.62,2019-12-28,refunded
407,14,4924,1,6.51,2019-06-18,pending
408,30,3296,1,6.16,2020-05-28,completed
409,1773,4864,2,12.28,2018-01-03,completed
410,1314,3271,2,18.63,2018-10-29,refunded
411,352,1858,1,5.42,2022-02-20,completed
412,430,1262,5,19.39,2018-01-21,completed
413,987,4589,1,12.77,2021-12-07,completed
414,581,456,1,18.76,2019-02-24,refunded
415,1668,2752,1,24.68,2022-01-08,completed
416,1076,3960,2,6.08,2018-10-23,completed
417,1540,150,1,20.84,2018-03-30,completed
418,772,2505,1,5.44,2020-07-10,completed
419,218,3054,1,14.89,2019-10-14,completed
420,588,186,2,14.9,2019-07-14,completed
421,648,3030,5,5.33,2019-11-11,refunded
422,1991,3398,1,16.55,2021-07-06,completed
423,1773,4689,1,11.07,2022-06-22,completed
424,1168,3230,1,21.95,2022-01-06,completed
425,1757,2316,2,13.0,2019-08-19,completed
426,163,4840,5,19.24,2022-09-25,refunded
427,104,414,2,19.16,2018-11-07,refunded
428,1396,2711,3,13.43,2022-11-30,pending
429,1268,1285,1,7.68,2019-04-15,completed
430,1845,797,3,20.74,2021-09-08,completed
431,1740,2475,1,19.72,2021-01-05,pending
432,1444,3189,1,19.56,2023-03-14,pending
433,783,847,1,17.25,2021-09-07,completed
434,1418,631,2,9.44,2021-10-24,refunded
435,1103,3804,2,14.57,2018-07-04,completed
436,1858,1423,2,14.46,2020-09-21,completed
437,1390,2054,1,23.53,2022-07-03,completed
438,1104,3171,1,18.18,2019-04-11,pending
439,107,2081,1,6.04,2023-02-19,refunded
440,288,4266,2,19.28,2019-10-13,completed
441,1300,3946,1,8.67,2018-03-06,pending
442,447,687,1,19.53,2023-03-19,completed
443,309,2749,2,16.65,2019-11-18,completed
444,1945,2745,1,7.68,2019-08-14,completed
445,338,3474,1,18.93,2023-05-12,completed
446,872,4601,3,12.83,2022-05-21,completed
447,1726,29,2,15.29,2019-11-10,completed
448,141,573,2,19.29,2021-07-27,completed
449,60,737,1,8.08,2020-02-09,completed
450,1765,2747,1,20.87,2022-01-15,completed
451,950,3654,2,6.81,2019-07-14,completed
452,1830,425,1,12.15,2022-11-24,pending
453,1098,3865,1,19.61,2020-11-04,pending
454,44,208,2,10.03,2021-07-02,completed
455,320,3119,1,19.06,2018-08-12,pending
456,1964,3023,2,19.66,2020-02-27,completed
457,193,1655,1,21.29,2021-02-19,completed
458,217,1046,1,6.54,2019-06-21,pending
459,1093,3327,3,13.3,2020-10-29,completed
460,359,4984,1,10.35,2021-01-20,completed
461,1547,4618,2,19.86,2022-04-25,pending
462,916,2698,2,23.68,2022-10-21,refunded
463,710,4007,1,6.13,2020-04-20,completed
464,1073,2374,1,24.16,2022-12-06,completed
465,1274,267,2,22.97,2018-06-30,completed
466,873,356,2,16.9,2020-04-21,completed
467,1260,2017,1,11.52,2022-05-24,refunded
468,188,1596,1,11.48,2018-07-29,completed
469,1849,60,1,10.15,2021-07-24,pending
470,1405,1216,1,7.99,2018-01-19,pending
471,859,4200,2,5.72,2021-11-21,refunded
472,956,2687,1,6.85,2020-01-12,completed
473,790,1133,5,8.76,2021-11-01,completed
474,1018,3409,1,13.16,2021-12-12,pending
475,129,2311,2,14.12,2022-06-17,completed
476,1269,57,1,7.39,2022-01-27,pending
477,1892,238,1,16.92,2022-05-02,completed
478,734,3082,1,9.29,2018-09-20,refunded
479,1720,3325,2,7.67,2021-11-23,completed
480,1502,797,1,6.93,2022-10-13,completed
481,52,4172,1,5.66,2019-04-10,completed
482,1738,1329,1,14.67,2020-09-10,refunded
483,1361,3441,1,16.09,2022-10-21,refunded
484,1499,44,1,10.86,2018-04-26,pending
485,110,544,1,18.11,2023-01-11,pending
486,1258,3555,1,8.51,2022-04-26,pending
487,694,2878,1,21.87,2020-07-06,completed
488,1923,1661,1,24.76,2022-06-13,pending
489,190,3597,2,6.52,2018-04-13,completed
490,478,2808,2,24.28,2018-03-25,completed
491,1808,4375,1,9.38,2023-03-26,completed
492,1716,4855,5,9.88,2020-09-25,completed
493,1005,3071,1,9.15,2023-01-17,pending
494,1962,2762,1,17.46,2023-01-22,completed
495,1039,3269,2,12.51,2021-04-07,completed
496,516,656,5,21.14,2018-10-08,completed
497,858,2204,2,17.99,2019-12-26,completed
498,884,2432,1,9.54,2023-05-21,completed
499,708,2417,1,19.48,2021-03-13,refunded
500,758,819,1,7.81,2022-10-17,pending
501,362,3737,1,13.12,2022-09-23,completed
502,1878,2030,1,16.62,2021-07-22,completed
503,1826,1271,1,20.48,2018-07-07,refunded
504,971,969,1,19.06,2020-05-28,refunded
505,496,923,2,20.86,2023-04-22,completed
506,1609,541,1,7.63,2022-04-18,pending
507,1889,1303,2,19.91,2022-12-19,completed
508,860,59,1,14.9,2020-08-20,completed
509,1773,3039,1,9.64,2018-02-18,completed
510,1291,4658,1,20.39,2020-12-01,refunded
511,399,2728,1,7.0,2019-04-07,completed
512,1376,3870,3,12.57,2020-07-09,completed
513,641,2042,1,19.42,2018-03-15,pending
514,810,2078,5,7.72,2020-04-27,completed
515,1041,2981,1,5.56,2019-02-11,completed
516,317,522,2,24.96,2019-09-07,completed
517,272,1572,1,6.57,2019-11-10,completed
518,117,2006,1,19.28,2018-07-30,completed
519,522,3549,1,8.09,2020-01-28,pending
520,286,1118,1,23.0,2019-01-11,completed
521,964,2480,1,18.41,2019-08-25,pending
522,789,1341,2,18.38,2020-09-24,pending
523,1714,1550,5,17.74,2022-12-21,completed
524,662,1577,1,20.14,2022-04-14,pending
525,1515,1023,3,13.67,2022-07-12,completed
526,1758,2208,2,22.94,2022-11-14,completed
527,1512,4748,1,23.15,2022-02-13,refunded
528,1111,3679,1,14.39,2018-06-05,completed
529,1422,712,1,10.27,2022-06-17,refunded
530,1972,2319,1,5.82,2018-05-04,completed
531,520,2047,2,24.48,2021-10-05,completed
532,261,1339,2,13.34,2021-04-09,completed
533,454,1275,1,10.93,2019-09-24,completed
534,1789,281,3,9.43,2021-03-29,completed
535,624,3944,1,10.59,2021-06-27,pending
536,657,1502,2,8.74,2022-10-04,completed
537,409,3875,1,10.91,2019-01-05,completed
538,1312,3369,2,6.25,2019-08-13,pending
539,524,1977,2,7.43,2020-01-06,completed
540,1487,3315,1,5.79,2019-12-04,completed
541,1031,2976,3,11.99,2020-10-21,completed
542,1171,4830,1,23.03,2021-07-26,pending
543,1160,512,1,10.35,2020-07-29,completed
544,561,4729,1,22.31,2021-02-10,completed
545,434,4979,2,21.3,2018-09-11,completed
546,457,448,2,21.4,2018-10-24,completed
547,1842,1527,1,21.69,2020-05-24,completed
548,1829,3707,1,12.12,2018-07-07,pending
549,934,1696,2,6.99,2018-03-03,completed
550,1626,4925,1,21.29,2019-03-24,completed
551,294,3581,1,21.13,2021-08-30,pending
552,196,14,5,23.05,2019-08-04,pending
553,1120,4495,2,15.76,2018-06-04,completed
554,730,2096,1,5.73,2022-05-24,completed
555,1787,4556,3,6.14,2023-03-25,refunded
556,838,3364,1,24.09,2018-06-08,completed
557,1738,1711,2,24.02,2020-02-14,completed
558,300,1980,2,23.7,2023-06-22,completed
559,789,2262,2,16.45,2019-07-02,pending
560,1393,2547,1,12.18,2023-03-24,pending
561,1854,1176,1,11.0,2021-02-15,pending
562,742,422,1,9.24,2020-01-25,refunded
563,1232,718,1,18.21,2021-06-22,completed
564,1780,3940,3,8.3,2021-05-26,completed
565,747,1528,1,7.58,2021-05-17,pending
566,1333,3317,1,14.03,2023-01-02,completed
567,697,275,1,6.38,2022-05-02,completed
568,26,4505,1,14.5,2023-04-03,pending
569,1049,1318,1,14.57,2021-10-23,completed
570,1050,2629,1,9.47,2018-05-10,refunded
571,1053,2740,1,15.09,2021-09-16,refunded
572,421,2238,1,12.01,2021-01-11,refunded
573,1865,3928,5,13.08,2020-07-22,completed
574,1385,1544,3,22.78,2022-08-03,completed
575,906,4634,2,23.73,2022-08-12,completed
576,1138,321,1,13.86,2018-09-08,pending
577,1895,4725,1,18.68,2022-02-27,completed
578,1692,271,1,8.85,2019-11-21,refunded
579,1078,1194,5,8.93,2021-06-15,completed
580,1995,3777,3,23.48,2019-03-27,completed
581,100,3562,1,7.81,2020-01-25,completed
582,812,2560,1,10.41,2022-10-15,refunded
583,1628,4015,1,17.67,2019-11-25,pending
584,1500,4639,1,15.01,2019-04-11,refunded
585,1056,44,1,21.44,2023-03-03,pending
586,1873,507,1,8.85,2018-02-10,refunded
587,1226,3195,1,19.48,2022-04-17,completed
588,975,2911,5,12.09,2018-09-23,completed
589,1710,1886,2,6.32,2019-01-09,completed
590,659,1136,3,5.55,2018-02-26,completed
591,105,4458,1,20.9,2023-03-05,completed
592,1982,3897,3,6.0,2018-12-24,refunded
593,1973,4247,1,24.07,2023-05-23,completed
